ItemNumber,Description,PrimaryVendorNumber,VendorItem,MfgId,MfgName,MfgItemCount,LastCost,StdCost,AvgCost,Revision,ItemLeadTime,DefaultWhse,TotalQty
01-10005-A001,Perlick Refrig UI - Glass& Sensor Assy uses 54-10050-A001,XYM100,10-170603,XYM500,Xymox,1,15.06,15.059929,15.059929,,0,ELANSR,0
01-10006-A001,Perlick Freezer  UI - Glass & Sensor Assy Uses 54-10051-A001,XYM100,10-170604,XYM500,Xymox,1,15.06,15.059947,15.059947,,0,ELANSR,0
01-10007-A001,Perlick WineSingle UI - Glass&Sensor Assy,HOL100,01-10007-A001,HOL500,Holland Interface Solutions,2,37.91,45.359711,38.2734,,0,ELANSR,123
01-10008-A001,Perlick Wine Dual UI - Glass&Sensor Assy,HOL100,01-10008-A001,HOL500,Holland Interface Solutions,2,37.98,34.578903,37.98,,0,ELANSR,58
01-10009-A001,"Assy, Glass/Sensor 24"" AR UI  Glass 54-10043-0001",XYM100,10-170612,XYM500,Xymox,1,12.93,12.93,12.93,,70,ELANSR,42
01-10010-A001,"Assy, Glass/Sensor 24"" AF UI uses glass 54-10042-0001",XYM100,10-170614,XYM500,Xymox,1,13.82,12.307053,12.307053,,70,ELANSR,56
01-10011-A001,"Assy, Glass/Sensor 18"" AF UI  uses 54-10044-0001 glass",XYM100,10-170613,XYM500,Xymox,1,12.83,17.889551,17.889551,,70,ELANSR,0
01-10011-A002,"Assy, Glass/Sensor 18"" AF UI  uses 54-10044-0002 glass",XYM100,01-10011-A002,XYM500,Xymox,1,12.83,12.83,12.83,,0,ELANSR,1
01-10012-000A,"Overlay,Glass,CapTouch Sensor, BlueStarRefUI",HOL100,01-10012-000A,HOL500,Holland Interface Solutions,1,12.99,12.99,12.528194,,90,ELANSR,64
51-10530-AAAA,IC LOAD SWITCH INT 20V SC70-6,something,FDG6324L,something,something,0,0,0,0,,0,ELANSR,0
01-10012-000B,"Overlay,Glass,Cap Touch Sensor, BlueStarRef UI",HOL100,01-10012-000B,HOL500,Holland Interface Solutions,1,8.62,8.62,8.62,,60,ELANSR,0
01-10014-0001,Viking Fridge BM w LOCK key- Glass and Sensor Assy,XYM100,01-10014-0001,XYM500,Xymox,1,9.697,9.697,9.697,,0,ELANSR,7
01-10015-000B,"Perlick Refrigerator UI - Glass and Sensor Assy 30""",HOL100,01-10015-000B,,,1,31,31.256293,31.256293,,42,ELANSR,47
01-10016-A001,"Assy, Glass/Sensor Viking 30"" AF UI uses glass 54-10069-0001",XYM100,01-10016-A001,XYM500,Xymox,1,11.96,12.277172,12.277172,,48,ELANSR,46
01-10017-A001,"Assy, Glass/Sensor Viking 30"" AR UI uses glass 54-10070-0001",XYM100,01-10017-A001,XYM500,Xymox,1,14.69,14.69,14.69,,48,ELANSR,67
01-10018-A001,"Assy, Glass/Sensor Viking 36"" AF UI uses glass 54-10071-0001",XYM100,01-10018-A001,,,1,12.04,12.048476,12.048476,,48,ELANSR,0
01-10019-A001,"Assy, Glass/Sensor Viking 36"" AR UI, uses glass 54-10072-000",XYM100,01-10019-A001,XYM500,Xymox,1,12.04,12.048241,12.048241,,48,ELANSR,53
01-10020-000A,"Changed to B Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,01-10020-000A,HOL500,Holland Interface Solutions,1,32.98,32.98,32.98,,0,ELANSR,0
01-10020-000B,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,01-10020-000B,,,1,37.98,37.98,37.82911,,0,ELANSR,88
01-10020-00X1,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,01-10020-00X1,HOL500,Holland,1,33.36,0,33.36,,56,ELANSR,0
01-10020-00X2,"Obsolete_Glass_Sensor Assembly, C&H UI, 14 Key",,,,,0,0,0,0,,15,ELANSR,0
01-10020-00X3,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,01-10020-00X3,,,1,32.98,32.98,32.98,,0,ELANSR,0
01-10021-00X1,"Do not buy Glass_Sensor Assembly, C&H UI, 12 Key",HOL100,01-10021-00X1,HOL500,Holland Interface Solutions,1,33.36,33.36,33.36,,0,ELANSR,0
01-10022-000A,"changed to B Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,01-10022-000A,HOL500,Holland Interface Solutions,1,32.98,32.98,32.98,,0,ELANSR,0
01-10022-000B,"Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,01-10022-000B,HOL500,Holland Interface Solutions,1,35.95,35.95,35.950975,,0,ELANSR,0
01-10022-00X1,"Do not buy Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,01-10022-00X1,HOL500,Holland Interface Solutions,1,33.36,33.36,33.36,,56,ELANSR,0
01-10022-00X3,"Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,01-10022-00X3,,,1,32.98,32.98,32.98,,0,ELANSR,0
01-10023-00X1,"Glass_Sensor Assembly, C&H UI, 6 Key",HOL100,01-10023-00X1,HOL500,Holland Interface Solutions,1,33.36,33.36,33.36,,56,ELANSR,0
01-10024-000A," Cover, C&H UI Assembly",MOL101,01-10024-000A,MOL500,Ningbo Moldie Mold,1,2.35,2.35,2.35,,15,ELANSR,180
01-10024-00X1,"Housing Cover, C&H UI assembly",MOL101,01-10024-00X1,MOL500,Ningbo Moldie Mold,1,1.88,0,1.88,,20,ELANSR,0
01-10025-000A,"Housing Gasket Assembly, Brewer, Left",MOL101,01-10025-000A,MOL500,Ningbo Moldie Mold,1,0,0,0,,0,ELANSR,0
01-10026-000A,"Housing Gasket Assembly, Brewer, Center",MOL101,01-10026-000A,MOL500,Ningbo Moldie Mold,1,0,0,0,,0,ELANSR,0
01-10027-00X1,"PMMA_Sensor Assembly, WC Grinder",SHE105,0110027X1,SHE500,"Shenzhen Citic Treasure Electronic Co., Ltd",1,2.15,2.15,2.15,,0,ELANSR,0
01-10027-B00A,"PMMA_Sensor Assembly, WC Grinder",HOL100,01-10027-B00A,HOL500,Holland Interface Solutions,1,17.76,6.98,11.749912,,0,ELANSR,47
01-10027-B0X1,"PMMA_Sensor Assembly, WC Grinder",HOL100,01-10027-B0X1SA,HOL500,Holland Interface Solutions,1,6.98,0,6.98,,0,ELANSR,0
01-10028-000ASA,"Switch Asm, SP3T, On-On-On, Spring Return",GRA103,01-10028-000ASA,GRA500,Grayhill,1,20.91,20.915,20.91,,0,ELANSR,0
01-10028-000ASAIN,"Switch Asm, SP3T, On-On-On, Spring Return",,,,,0,30.775,29.345,30.775,B,0,ELANSR,0
01-10028-00X1SA,"Switch Asm, SP3T, On-On-On, Spring Return",GRA103,01-10028-00X1SA,GRA500,Grayhill,1,0,20.915,20.915,,0,ELANSR,0
01-10028-00X1SAIN,"Switch Asm, SP3T, On-On-On, Spring Return",,,,,0,0,20.915,20.915,,0,ELANSR,0
01-10029-00X1,"Assy, Overlay / Membrane, XLT Oven Control",JAS100,,JAS500,"Assy, Overlay / Membrane, XLT Oven Control",1,2.75,2.75,2.75,,0,ELANSR,0
01-10030-000A,"Assembly, IR Transmitter_Harness",NIN102,01-10030-000A,NIN500,"Ningbo Yinzhou Hisea Machinery Co., LTD",1,1.1,0,1.1,,0,ELANSR,0
01-10030-000B,"Assembly, IR Transmitter_Harness",ACC102,01-10030-000B,ACC500,Access Star Co,1,1.35,1.35,1.35,,28,ELANSR,406
01-10031-A00A,"Assy, Temp Sensor, Brewer Control",CHE100,01-10031-0000SA,CHE500,Cheemi Technology,1,1.07,0,1.07,,0,ELANSR,0
01-10031-A00B,"Assy, Temp Sensor, Brewer Control",CHE100,01-10031-A00BSA,CHE500,Cheemi Technology,1,1.31,1.31,1.31,,0,ELANSR,706
01-10032-A001,"Assembly, LED Bar, RGB, 31mm",LIG100,LB-BL3110RGB,LIG500,Light Bo,1,0.55,0.55,0.55,,0,ELANSR,3555
01-10032-A002,"Assembly, LED Bar, RGB, 59mm",LIG100,LB-BL6010RGB,LIG500,Light Bo,1,0.6,0.6,0.6,,0,ELANSR,3725
01-10032-A00A,"Assembly, LED Bar, RGB, 31mm",LIG100,01-10032-A00A,LIG500,Light Bo,1,0.55,0,0.55,,0,ELANSR,0
01-10032-B00A,"Assembly, LED Bar, RGB, 59mm",LIG100,01-10032-B00A,LIG500,Light Bo,1,0.6,0,0.6,,0,ELANSR,0
01-10034-000A,"Assembly, PMMA_Sensor, Vertical Display, OA",UNI108,01-10034-000A,UNI500,Union Tech Circuit Shares,1,1.85,1.85,1.85,,0,ELANSR,0
01-10035-000A,"Assembly, PMMA_Sensor, Horizontal Display, OA",UNI108,XT-1521,UNI500,Union Tech Circuit Shares,1,2.25,2.25,2.25,,0,ELANSR,505
01-10035-00X1,"Assembly, PMMA_Sensor, Horizontal Display, OA",UNI108,01-10035-00X1,UNI500,Union Tech Circuit Shares,1,2.7,0,2.7,,0,ELANSR,0
01-10036-A0X1,"!!!Assembly, LED Bar, White, 48mm x 10.46mm x 5.9mm",LIG100,LBB4810IWH1S-D,LIG500,Light Bo,1,0.4946,0.4946,0.4946,,0,ELANSR,3000
01-10036-B001,DISP WHITE 6000K BAR 48mmx10.46mm x 5.9mm RoHS,LIG100,LBB4810IWH3S-D,LIG500,Light Bo,1,0.518,0,0.518,,0,ELANSR,113
01-10037-A0X1,"Glass, Touch, OLED Display ASM,UI",WIN101,WED0356XXAWPP3D00000,WIN500,WinstarDisplay/Jaystar,1,24.55,0,22.6,,0,ELANSR,0
02-10001-A001,NUT HEX LCK 6-32x5/16x11/64 NYLSST,MCM100,91831A007,MCM500,McMasterCarr,1,0.0488,0.0488,0.0488,,3,ELANSR,0
02-10001-A002,NUT HEX LCK 6-32x5/16x3/16 NYLSST,MCM100,91831A007,MCM500,McMaster Carr,1,0.0583,0.062,0.05835,,5,ELANSR,4450
02-10002-A001,NUT BROACHING CBNSST,SWA100,KF2-632-ET,PEN500,Penn Engineering,1,0.101,0.0882,0.100257,,10,ELANSR,3901
02-10003-A001,NUT WITH LOCK WASHER  FOR 4-40 SCREW,FAS101,108708,FAS500,Fastener Superstore,1,0.05355,0.062143,0.052746,,5,ELANSR,3424
02-10003-A002,NUT W/LOCK WASHER FOR 6-32 SCREW,FAS101,119962,FAS500,Fastener Superstore,2,0.021,0.029543,0.021,,21,ELANSR,14600
02-10004-0000, DO NOT BUY  use 02-10003-A002,MCM100,90675A007,MCM500,MCMaster Carr,1,0.0433,0.035824,0.035824,,0,ELANSR,0
02-10005-000A,"Nut, M4 X .7, Square",MET101,I010160,MET500,Metric & Mulitstandard Components,1,0.0274,0.0274,0.0274,,21,ELANSR,2595
02-10005-00X1,"Nut, M4 X .7, Square",MET101,I010160,,,0,0.0274,0,0.0274,,21,ELANSR,0
02-10006-A000,"Nut, M4 X .7, .275"" HEX, Nylon",DIG100,36-4689-ND,,,1,0.15,0.15,0.15,,0,ELANSR,0
02-10007-A001,"Broaching Nut, 4-40, Zn",SWA100,KF2-440-ET,SWA500,S.W. Anderson Co,1,0.031430678,0.064057,0.064057,,0,ELANSR,9326
02-10008-Z001,"Low-Strength Steel Hex Nut, Zinc-Plated, 4-40 Thread Size",MCM100,90480A005,MCM500,McMaster Carr,2,0.0105,0.0105,0.0105,,0,ELANSR,36
02-10009-A001,"Nut, Steel Hex, «-20, 5/16 Thick",MCM100,94846A210,MCM500,McMasterCarr,1,0.2848,0,0.2848,,0,ELANSR,0
03-10001-0000,SELECTOR SWITCH SCREWS,,,,,0,0.0097,0.0097,0.0097,,0,ELANSR,0
03-10002-0000,TOD SCREWS. 3.5 MM,,,,,0,0.0029,0.0029,0.0029,,0,ELANSR,
03-10003-A001,"SCR TPGB #6 PHL PAN STL, 3/8",MCM100,92525A315,,,1,0.0728,0.06368,0.071701,,5,ELANSR,2852
03-10004-A008,"Screw, 18-8 Stainless Steel, M3x0.5, 8mm long",MCM100,92000A118,MCM500,McMaster Carr,1,0.0551,0.0551,0.055098,,2,ELANSR,8487
03-10005-A001,"Screw, Thread-Cutting Screw 4-40 Thread, 1/4"" Length",MCM100,98273A110,MCM500,McMaster Carr,1,0.0486,0.0486,0.0486,,2,ELANSR,61
03-10006-A001,SCREW PHIL PAN HEAD 4-40 X 3/8,FAS101,105718,,,2,0.01772,0.018573,0.017987,,5,ELANSR,2993
03-10006-A002,SCR MCH 4-40x1/4 PHL PAN SST,MCM100,91772A106,MCM500,McMaster Carr,1,0.0488,0.012405,0.022732,,5,ELANSR,1270
03-10006-A006,"Screw, for Plastic, Zinc-Plated Steel, M2.2 Thread, 6mm L",MCM100,96817A220,MCM500,McMasterCarr,1,0.2108,0.2108,0.2108,,2,ELANSR,0
03-10006-A007,"Screw, Phil Pan Head 4-40 x 3/16, SS",MCM100,91772A105,MCM500,McMaster Carr,1,0.0392,0.0392,0.0392,,14,ELANSR,105
03-10006-Z001,"Screw, Phil Pan Head,4-40 x 0.25"", Zn",MCM100,90272A106,MCM500,McMaster Carr,1,0.0185,0.015223,0.015383,,0,ELANSR,3916
03-10007-A001,"SCR THCT 2-56x3/16"" PHL PAN STLZNC",MCM100,90087A101,MCM500,McMaster Carr,1,0.0329,0.0866,0.078555,,5,ELANSR,5679
03-10007-A002,"Screws, 2-56, 3/8L",MCM100,90087A103,MCM500,McMaster Carr,1,0.1434,0.1434,0.139719,,3,ELANSR,1216
03-10008-A001,"SCR TPG #4 PHL PAN STLZNC, 1/2"" Length",MCM100,90190A110,MCM500,McMaster Carr,1,0.0254,0.031773,0.0254,,2,ELANSR,80
03-10009-A001,"SCR THCT TRISHNK #4-20x3/8"" PHL PAN STLZNC",MCM100,90380A108,MCM500,McMaster Carr,1,0.0938,0.0938,0.0938,,2,ELANSR,1000
03-10010-A003,SCR MCH M2.5 3mmL PHL PAN SST,MCM100,92000A100,MCM500,McMasterCarr,1,0.0448,0.0448,0.0448,,3,ELANSR,0
03-10011-A001,"SCR MCH 10-24x1/2"" PHL PAN SSTBLKOX",MCM100,91249A242,MCM500,McMaster Carr,1,0.04334,0.049215,0.049215,,14,ELANSR,207
03-10012-A001,"SCR SHTMTL #6x3/4"" PHL PAN SST",MCM100,92470A151,MCM500,McMaster Carr,1,0.0545,0.052209,0.052209,,14,ELANSR,300
03-10013-A001,"SCR THCT 6-32x3/8"" PHL PAN SST",MCM100,90410A146,MCM500,McMasterCarr,1,0.0469,0.045611,0.045611,,14,ELANSR,0
03-10014-A001,"Screws, #6 phillips pan head 3/8"",triangle shank, threadform",MCM100,94629A670,MCM500,McMaster Carr,1,0.0718,0.0718,0.0718,,3,ELANSR,99
03-10015-A001,"Screw,#8 phill. flat head 1/2"",round shank Hi lo threadform",MCM100,90385A192,MCM500,McMasterCarr,1,0.1696,0.1696,0.1696,,3,ELANSR,0
03-10016-A001,"Screw,#8 phill. flat head 1/2"",round shank Hi lo threadform",MCM100,96068A213,MCM500,McMasterCarr,1,0.0683,0.0683,0.0683,,3,ELANSR,0
03-10017-A001,SCR MCH 6-32x1/4 PHL PAN NI,WHI100,36601-0223-0301-EIL,,,0,0.002827548,0.002828,0.002828,,28,ELANSR,1800
03-10017-A002,"Screw, Mch, 6-32 x 1 1/2, Phl, Pan, Zinc",FAS101,118901,FAS500,Fastener Superstore,1,0.04668,0.04357,0.042451,,21,ELANSR,4510
03-10018-A001,"SCR THCT 4-24 PHL PAN SST, 1/2"" ZN ROHS",GUA102,36601-0194-0000-EIL,GUA500,"Guang Hui Industrial Co., Ltd",1,0.0107,0.040172,0.014744,,21,ELANSR,20347
03-10018-A002,"SCR THCT 4-24 PHL PAN SS,  3/8"" ZN ROHS",MCM100, 94629A550,MCM500,McMaster Carr,1,0.0812,0.070926,0.070926,,45,ELANSR,85
03-10018-A003,"SCR THCT 4-24 PHL PAN SS,  1/4""",MCM100,94629A150,MCM500,McMaster Carr,1,0.0497,0.0497,0.0497,,0,ELANSR,200
03-10019-A001,"SCREW PA4X3/8""PHILLIPS NI",WHI100,37301-0104-0104-EIL,,,0,0.0021,0.0021,0.0021,,28,ELANSR,0
03-10019-A016,"SCR THCT M4 PHL PAN NI , 16mm",FAS101,533314,FAS500,Fastener Superstore,2,0.0075,0.052568,0.052568,,28,ELANSR,4120
03-10020-A010,"Screw, thread forming for plastics, pan head, L=10mm M2.2 .9",MCM100,90380A333,MCM500,McMaster Carr,2,0.0042,0.00417,0.00418,,21,ELANSR,18629
03-10021-A008,"Screw, PT, 2.6 x L 8mm, Phillips, Zn",MCM100,99461A931,MCM500,McMasterCarr,1,0.1372,0,0.1372,,0,ELANSR,300
03-10021-A010,"SCREW PT 2.6xL10mm, PHILLIPS Zn",MCM100,90380A341,MCM500,McMaster Carr,2,0.0042,0.003344,0.003344,,3,ELANSR,88982
03-10022-A016,SCR MCH M3.5x16mm PHL PAN ZN   10k min 1/2 thead,GUA102,37101-0034-0103-EIL,GUA500,Guang Hui,1,0.0086,0.0063,0.008106,,0,,9815
03-10023-A004,SCR MCH M2.5 4mmL PHL PAN SSTZNC,MCM100,92005A056,MCM500,McMaster Carr,1,0.0504,0.0504,0.0504,,14,ELANSR,690
03-10024-A008,"Screw, 6-32 x 1/4, Stainless Steel, Black-Oxide Finish",MCM100,91249A144,MCM500,McMaster Carr,1,0.085,0.031236,0.031236,,3,ELANSR,2162
03-10025-A001,"Screw,Sheet Metal, #4 x 7/16, Phillips,PH,18-8 SS",MCM100,92470A111,MCM500,McMasterCarr,1,0.0495,0.0495,0.0495,,2,ELANSR,165
03-10026-A001,"SCREW, #6 High/Low x 3/8""",MCM100,97975A205,MCM500,McMaster Carr,1,0.0562,0.0562,0.0562,,3,ELANSR,0
03-10026-A002,"Screw, #6, High/Low, X 1/4""",FAS101,393021,,,1,0.19,0,0.19,,0,ELANSR,0
03-10026-B001,"Screw, Plastic, High / Low, #4 X 3/8"", Philips, Pan Head, SS",MCM100,97349A100,,,1,0.0511,0.0567,0.053228,,0,ELANSR,3242
03-10026-B002,"Screw, Plastic, High / Low, #4 X 5/16"", Philips, Pan Head,SS",MCM100,97349A416,MCM500,McMaster Carr,1,0.0502,0.0519,0.050235,,0,ELANSR,3647
03-10026-B003,"Screw, Plastic, High / Low, #4 X 1/8"", Philips, Pan Head, Zn",FAS101,412371,FAS500,Fastener Superstore,2,0.03667,0.037899,0.050389,,0,ELANSR,4808
03-10026-B004,"Screw, Plastic, High/Low, #4 x 1/4"", Philips, Pan Head, Zn",FAS101,104209,FAS500,Fastener Superstore,2,0.036,0.144,0.042687,,0,ELANSR,10420
03-10026-C001,"Screw, Plastic, High / Low, #5 X 3/8"", Philips, Pan Head, Zn",FAS101,268628,FAS500,Fastener Superstore,2,0.0806,0.0806,0.0806,,0,ELANSR,4832
03-10026-D001,"Screw, Plastic, High/Low, #2 x 3/16"", Philips, Pan Head, Zn",FAS101,221209,FAS500,Fastener Superstore,2,8.785,0.0283,0.067265,,0,ELANSR,4321
03-10027-A001,"SCR, THFM, M3, Pan Head, Philips, 10mm length",FAS101,258294,FAS500,Fastener Superstore,1,0.01025,0.01025,0.01025,,5,ELANSR,42999
03-10027-A002,"SCR, THFM, M3, Pan Head, Philips, 8mm length",FAS101,258584,,,0,0.00805,0.01252,0.00805,,5,ELANSR,
03-10028-A003,"Screw, Thread Forming, #6, 3/8""Round Head, Phillips",MCM100,90380A146,MCM500,MCMaster Carr,1,0.08,0.0873,0.08,,0,,
03-10029-A001,"Screw, Plastic, THREAD-FORMING, #4, 1/4"", PAN HEAD, PHILLIPS",FAS101,104247,FAS500,Fastener Superstore,2,0.0932,0.01796,0.040791,,3,ELANSR,668
03-10029-A002,"Screw, Thread Forming, #4, 5/16"" Round Head, Phillips",FAS101,104852,FAS500,Fastener Superstore,2,0.01904,0.01739,0.01739,,0,ELANSR,11823
03-10029-A005,"Screw, Thread Forming, #4, 1/2"", Flathead, Black Oxide",DIG100,1591TS100BK,HAM500,Hammond Manufacturing,1,8.419,0,0.352946,,0,ELANSR,2278
03-10029-A007,"Screw, Plastic, THREAD-FORMING, #4, 7/8"", PAN HEAD, PHILLIPS",FAS101,412421,FAS500,Fastener Superstore,1,0.05557,0.042894,0.042894,,15,ELANSR,7604
03-10030-A001,"Screw, Type F THREAD-FORMING, 6-32, 5/16"", PAN HEAD, PHILLIP",FAS101,308560,FAS500,Fastener Superstore,1,0.0216,0.02661,0.0216,,15,ELANSR,0
03-10031-A001,"Screw, MACH Pan Slotted M4x0.7, Nylon, 6mm",DIG100,36-29351-ND,,,1,0.1421,0.1421,0.1421,,0,ELANSR,0
03-10033-Z001,"Screw, Phl Pan Head, 6-32 x 0.25"", Zn",MCM100,90272A144,MCM500,McMaster Carr,1,0.0188,0.0188,0.0188,,0,ELANSR,7804
03-10034-Z001,"2.8mm X 6PT M3P +/- Pan head, slotted/phillips, ZN, RoHS",SUR100,36801-0182-0201-EIL,,,0,0.0036,0.05,0.0036,,0,ELANSR,0
03-10035-A001,"SCREW, HEX/SLOTTED, ZN, ROHS, SELF DRILL, 0.5 IN",MCM100,94056A330,MCM500,McMaster Carr,1,0.1883,0.1883,0.1883,,0,ELANSR,800
03-10036-A001,"Screw, Sheet Metal, #6 X .875, Philips, Pan, Zinc",MCM100,90190A152,,,1,0.0816,0.081472,0.081472,,0,ELANSR,0
03-10037-A001,"Screw, Thumb, 10-24 x 0.3931, Captive",DON106,,,,1,0.42,0.42,0.42,,0,ELANSR,0
03-10038-A001,"Screw, Sheet Metal, #6 x .75, Hex Flanged, SS",MCM100,90286A151,MCM500,McMaster Carr,1,0.0923,0.0967,0.0923,,0,ELANSR,1592
03-10039-A001,"Screw, M3_1.34 x 8 mm, PT, Thread Forming, Plastic, Phillips",FAS101,533182,FAS500,Fastener Superstore,1,0.05143,0.05143,0.05143,,0,ELANSR,5000
03-10040-A001,"Black-Oxide 18-8 Stainless Steel Pan Head Phillips Screws, 4",MCM100,91249A107,MCM500,McMaster Carr,2,0.081,0.081,0.081,,0,ELANSR,368
03-10041-A001,"Screw, Thread Forming, Phl, Pan, Zinc, #5 x 0.25"", ROHS",FAS101,318794,FAS500,Fastener Superstore,1,0.045,0.045,0.045,,0,ELANSR,0
03-10041-A002," Donot buy!!Screw Thread Forming, Phl, Pan, Zinc, #5 x 3/8""",FAS101,565795,FAS500,Fastener Superstore,1,0.03322,0.03322,0.03322,,0,ELANSR,16875
03-10042-AT02,"Screw #2-28x5/16"" Pan Head Torx Black Oxide",FAS101,627095,PLA500,PLASTITE,1,0.0335,0,0.0616,,0,ELANSR,6096
03-10043-A001,Screw  #4 X1 Flat Phil,SFT100,CC-170657,SFT500,SF Technologies,1,0,0,0.033856,,0,ELANSR,3125
04-10001-000C,"DO NOT BUY  Washer, Brass, OD 8.96mm x ID 6.1mm, (inner)",GUA102,04-10001-A00C,GUA500,Guang Hui Industrial,1,0.016,0.009,0.011353,,0,ELANSR,21645
04-10001-A00C,"Washer, Brass, OD 8.96mm x ID 6.1mm, (inner)",GUA102,04-10001-A00C,GUA500,Guang Hui Industrial,2,0.0475,0.016746,0.016746,,0,ELANSR,7696
04-10002-000C,WASHER BRASS OD:8.96mm ID:6.1mm T:0.4mm    0410002 Rev C(Inn,,,,,0,0.009,0,0.009,,0,ELANSR,
04-10002-A00C,"Washer, Brass, OD 9.0mm x ID 4.3mm, (outer)",GUA102,04-10002-A00C,GUA500,Guang Hui Industrial,2,0.0132,0.011705,0.012309,,0,ELANSR,23247
04-10004-A001,"WSHR FLT .140""x.250""x.062 FBR",DIG100,3369K-ND,,,1,0.033,0.022,0.032486,,15,ELANSR,3870
04-10005-00X2,"Washer, Spring",WHI100,29001-0138-3001-EIL,,,0,0.049,0.049,0.049,,28,ELANSR,0
04-10006-A001,"Washer,.156""ID, .2512""ID,nylon,.031"" thick [Off white color]",MCM100,90295A380,MCM500,McMaster Carr,1,0.0482,0.048192,0.048192,,14,ELANSR,264
04-10007-A001,WSHR LCKSPT N06 x .031 STLZN,MCM100,91102A730,MCM500,McMaster Carr,1,0.0573,0.036819,0.036819,,21,ELANSR,1565
04-10007-A002,WSHR LCKSPT N04 x 0.25 STLZN,MCM100,91102A720,MCM500,McMaster Carr,1,0.0151,0.0151,0.014614,,21,ELANSR,1838
04-10008-Z001,"Washer, INT Tooth,#4,Zn",MCM100,91113A005,MCM500,McMaster Carr,1,0.0244,0.018841,0.018841,,0,ELANSR,1557
05-10001-0000,PART NUMBER Changed to 05-10003-0000 Grommet,MOU100,836-2873,,,1,0.143,0,0.143,,0,ELANSR,0
05-10001-A001,"Rivet, Blind, Aluminum coated steel 1.25"" shaft, 0.25"" head.",MCM100,97517A010,MCM500,McMaster Carr,1,0.02644,0.026354,0.026354,,14,ELANSR,225
05-10002-A001,EYE SHLDR 5.0mm x 6.0mm x 11.5mm BRS,GUA102,29001-0111-4001-EIL,GUA500,Guang Hu1,1,0.0395,0.021723,0.0392,,14,ELANSR,48185
05-10002-A002,EYE SHLDR  BRS 4.5mm x 6.0mm x 11.5mm,GUA102,29001-0030-3001-EIL,GUA500,Guang Hui Industrial,1,0.039,0.039,0.038884,,21,ELANSR,75722
05-10003-0000,Grommet,MOU100,2873,HEY500,Heyco,1,0.066,0.066,0.064986,,0,ELANSR,85
05-10004-000A,"Spacer, POT Solder",MOL101,20210031P,MOL500,Ningbo Moldie Mold,1,0.08,0.070925,0.079686,,0,ELANSR,5987
05-10005-A001,"Rivet, Pop, Al body/Steel mandrel, Wide Range",MCM100,97530A020,,,1,0.0602,0.0776,0.060393,,0,ELANSR,796
06-10001-100K,(INACTIVE) >>>>>RES TF SM 1/16W  100K 1% 0603 RoHS,WHI100,11001-1003-1202-EIL,,,0,0.00066,0,0.00066,,42,ELANSR,0
06-10001-10K0,(INACTIVE)>>>>>>RES TF SM 1/16W 10K 1%  0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,0
06-10001-14K0,(INACTIVE)>>>>>RES TF SM 1/16W 14K 1%  0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-1K00,(INACTIVE)>>>>>>RES TF SM 1/16W  1K 1% 0603 RoHS,ARR100,6-1879336-2,TEC500,TE Connectivity,1,0.0176,0,0.0176,,63,ELANSR,
06-10001-200K,(INACTIVE)>>>>>>>RES TF SM 1/16W 200K 1% 0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-20K0,NRFND RES TF SM 1/16W 20K 1%  0603 RoHS,WHI100,11001-2002-1102-EIL,,,0,0.0009,0.009,0.0009,,0,ELANSR,0
06-10001-21K5,NRFND RES TF SM 1/16W 21K5 1% 0603 ROHS,,,,,1,0.00228,0.00228,0.00228,,42,ELANSR,0
06-10001-24K9,(INACTIVE)>>>>>>RES TF SM 1/16W 24K9 1% 0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-2K00,(INACTIVE)>>>>>>RES TF SM 1/16W 2K 1%  0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-4K70,(INACTIVE)>>>>>>>RES TF SM 1/16W 4K7 1%  0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-4K99,(INACTIVE)>>>>>>>RES TF SM 1/16W 4K99 1%  0603 RoHS,,,,,0,0.0012,0,0.0012,,0,ELANSR,
06-10001-61R9,INACTIVE>>>>>RES 61.9R 1% 1/10W 0603 RoHS,DIG100,RK73H1JTTD61R9F,KOA500,KOA Speer Electronics,1,0.0033,0,0.0033,,0,ELANSR,0
06-10002-0R00,RES TF SM 1/10W 0R 1% 0603 RoHS,SHE107,RC0603FR-070RL,YAG500,Yageo,1,0.004,0.004,0.004,,0,ELANSR,5000
06-10002-0R56,RES TF SM 1/10W 0R56 1% 0603 RoHS,TTI100,ERJ-3RQFR56V,PAN500,Panasonic,3,0.0081,0.0081,0.0081,,0,ELANSR,4975
